Time_ms,Amplitude_mV
650.5204,-0.8342
652.5220,-0.8453
654.5236,-0.8580
656.5252,-0.8722
658.5268,-0.8864
660.5284,-0.9007
662.5300,-0.9134
664.5316,-0.9245
666.5332,-0.9328
668.5348,-0.9379
670.5364,-0.9398
672.5380,-0.9398
674.5396,-0.9398
676.5412,-0.9398
678.5428,-0.9398
680.5444,-0.9398
682.5460,-0.9398
684.5476,-0.9398
686.5492,-0.9398
688.5508,-0.9398
690.5524,-0.9398
692.5540,-0.9398
694.5556,-0.9398
696.5572,-0.9398
698.5588,-0.9398
700.5604,-0.9398
702.5620,-0.9398
704.5637,-0.9398
706.5653,-0.9398
708.5669,-0.9398
710.5685,-0.9398
712.5701,-0.9398
714.5717,-0.9398
716.5733,-0.9398
718.5749,-0.9398
720.5765,-0.9398
722.5781,-0.9398
724.5797,-0.9398
726.5813,-0.9398
728.5829,-0.9398
730.5845,-0.9398
732.5861,-0.9398
734.5877,-0.9398
736.5893,-0.9398
738.5909,-0.9371
740.5925,-0.9313
742.5941,-0.9214
744.5957,-0.9078
746.5973,-0.8911
748.5989,-0.8721
750.6005,-0.8532
752.6021,-0.8339
754.6037,-0.8130
756.6053,-0.7905
758.6069,-0.7679
760.6085,-0.7468
762.6101,-0.7271
764.6117,-0.7063
766.6133,-0.6840
768.6149,-0.6526
770.6165,-0.6083
772.6181,-0.5492
774.6197,-0.4490
776.6213,-0.3132
778.6229,-0.0461
780.6245,0.4118
782.6261,1.0605
784.6277,1.6103
786.6293,1.9618
788.6309,2.1148
790.6325,2.2618
792.6341,2.4088
794.6357,2.5537
796.6373,2.6963
798.6389,2.8123
800.6405,2.8584
802.6421,2.8351
804.6437,2.7576
806.6453,2.6693
808.6469,2.5662
810.6485,2.4460
812.6501,2.3108
814.6517,2.0493
816.6533,1.6290
818.6549,1.0763
820.6565,0.6230
822.6581,0.3129
824.6597,0.1225
826.6613,-0.0632
828.6629,-0.2418
830.6645,-0.3959
832.6661,-0.5273
834.6677,-0.6290
836.6693,-0.7143
838.6709,-0.7828
840.6725,-0.8315
842.6741,-0.8676
844.6757,-0.8906
846.6773,-0.9119
848.6789,-0.9317
850.6805,-0.9507
852.6821,-0.9697
854.6837,-0.9867
856.6853,-0.9991
858.6869,-1.0066
860.6886,-1.0100
862.6902,-1.0118
864.6918,-1.0120
866.6934,-1.0120
868.6950,-1.0120
870.6966,-1.0157
872.6982,-1.0242
874.6998,-1.0366
876.7014,-1.0469
878.7030,-1.0541
880.7046,-1.0577
882.7062,-1.0598
884.7078,-1.0602
886.7094,-1.0602
888.7110,-1.0602
890.7126,-1.0602
892.7142,-1.0602
894.7158,-1.0602
896.7174,-1.0602
898.7190,-1.0602
900.7206,-1.0611
902.7222,-1.0635
904.7238,-1.0675
906.7254,-1.0723
908.7270,-1.0770
910.7286,-1.0810
912.7302,-1.0835
914.7318,-1.0843
916.7334,-1.0843
918.7350,-1.0843
920.7366,-1.0843
922.7382,-1.0843
924.7398,-1.0843
926.7414,-1.0843
928.7430,-1.0843
930.7446,-1.0848
932.7462,-1.0868
934.7478,-1.0905
936.7494,-1.0952
938.7510,-1.0999
940.7526,-1.1044
942.7542,-1.1072
944.7558,-1.1084
946.7574,-1.1084
948.7590,-1.1084
950.7606,-1.1084
952.7622,-1.1084
954.7638,-1.1084
956.7654,-1.1103
958.7670,-1.1153
960.7686,-1.1233
962.7702,-1.1295
964.7718,-1.1325
966.7734,-1.1325
968.7750,-1.1325
970.7766,-1.1325
972.7782,-1.1310
974.7798,-1.1279
976.7814,-1.1232
978.7830,-1.1185
980.7846,-1.1137
982.7862,-1.1104
984.7878,-1.1086
986.7894,-1.1084
988.7910,-1.1084
990.7926,-1.1084
992.7942,-1.1084
994.7958,-1.1084
996.7974,-1.1084
998.7990,-1.1084
1000.8006,-1.1084
1002.8022,-1.1073
1004.8038,-1.1046
1006.8054,-1.1003
1008.8070,-1.0955
1010.8086,-1.0908
1012.8102,-1.0871
1014.8118,-1.0849
1016.8135,-1.0843
1018.8151,-1.0843
1020.8167,-1.0843
1022.8183,-1.0843
1024.8199,-1.0843
1026.8215,-1.0843
1028.8231,-1.0794
1030.8247,-1.0699
1032.8263,-1.0564
1034.8279,-1.0445
1036.8295,-1.0342
1038.8311,-1.0247
1040.8327,-1.0152
1042.8343,-1.0045
1044.8359,-0.9906
1046.8375,-0.9735
1048.8391,-0.9532
1050.8407,-0.9313
1052.8423,-0.9078
1054.8439,-0.8841
1056.8455,-0.8604
1058.8471,-0.8367
1060.8487,-0.8130
1062.8503,-0.7885
1064.8519,-0.7609
1066.8535,-0.7301
1068.8551,-0.6969
1070.8567,-0.6637
1072.8583,-0.6308
1074.8599,-0.5994
1076.8615,-0.5696
1078.8631,-0.5392
1080.8647,-0.5057
1082.8663,-0.4692
1084.8679,-0.4346
1086.8695,-0.4033
1088.8711,-0.3756
1090.8727,-0.3496
1092.8743,-0.3252
1094.8759,-0.3061
1096.8775,-0.2919
1098.8791,-0.2830
1100.8807,-0.2758
1102.8823,-0.2702
1104.8839,-0.2684
1106.8855,-0.2697
1108.8871,-0.2747
1110.8887,-0.2816
1112.8903,-0.2901
1114.8919,-0.3009
1116.8935,-0.3132
1118.8951,-0.3286
1120.8967,-0.3489
1122.8983,-0.3740
1124.8999,-0.4024
1126.9015,-0.4309
1128.9031,-0.4593
1130.9047,-0.4878
1132.9063,-0.5162
1134.9079,-0.5426
1136.9095,-0.5658
1138.9111,-0.5858
1140.9127,-0.6048
1142.9143,-0.6237
1144.9159,-0.6427
1146.9175,-0.6617
1148.9191,-0.6806
1150.9207,-0.6979
1152.9223,-0.7136
1154.9239,-0.7271
1156.9255,-0.7389
1158.9271,-0.7492
1160.9287,-0.7617
1162.9303,-0.7774
1164.9319,-0.7942
1166.9335,-0.8065
1168.9351,-0.8140
1170.9367,-0.8215
1172.9384,-0.8322
1174.9400,-0.8450
1176.9416,-0.8549
1178.9432,-0.8618
1180.9448,-0.8653
1182.9464,-0.8672
1184.9480,-0.8675
1186.9496,-0.8675
1188.9512,-0.8675
1190.9528,-0.8675
1192.9544,-0.8675
1194.9560,-0.8675
1196.9576,-0.8675
1198.9592,-0.8675
1200.9608,-0.8675
1202.9624,-0.8675
1204.9640,-0.8675
1206.9656,-0.8675
1208.9672,-0.8675
1210.9688,-0.8675
1212.9704,-0.8675
1214.9720,-0.8675
1216.9736,-0.8675
1218.9752,-0.8675
1220.9768,-0.8675
1222.9784,-0.8675
1224.9800,-0.8675
1226.9816,-0.8675
1228.9832,-0.8675
1230.9848,-0.8681
1232.9864,-0.8703
1234.9880,-0.8741
1236.9896,-0.8788
1238.9912,-0.8836
1240.9928,-0.8878
1242.9944,-0.8905
1244.9960,-0.8916
1246.9976,-0.8916
1248.9992,-0.8916
1251.0008,-0.8916
1253.0024,-0.8916
1255.0040,-0.8916
1257.0056,-0.8916
1259.0072,-0.8916
1261.0088,-0.8916
1263.0104,-0.8916
1265.0120,-0.8916
1267.0136,-0.8916
1269.0152,-0.8916
1271.0168,-0.8916
1273.0184,-0.8916
1275.0200,-0.8916
1277.0216,-0.8916
1279.0232,-0.8916
1281.0248,-0.8916
1283.0264,-0.8916
1285.0280,-0.8916
1287.0296,-0.8916
1289.0312,-0.8916
1291.0328,-0.8916
1293.0344,-0.8916
1295.0360,-0.8916
1297.0376,-0.8916
1299.0392,-0.8916
1301.0408,-0.8916
1303.0424,-0.8916
1305.0440,-0.8916
1307.0456,-0.8916
1309.0472,-0.8916
1311.0488,-0.8916
1313.0504,-0.8916
1315.0520,-0.8916
1317.0536,-0.8916
1319.0552,-0.8916
1321.0568,-0.8916
1323.0584,-0.8916
1325.0600,-0.8916
1327.0616,-0.8916
1329.0633,-0.8916
1331.0649,-0.8916
1333.0665,-0.8916
1335.0681,-0.8916
1337.0697,-0.8916
1339.0713,-0.8916
1341.0729,-0.8916
1343.0745,-0.8916
1345.0761,-0.8916
1347.0777,-0.8916
1349.0793,-0.8916
1351.0809,-0.8916
1353.0825,-0.8916
1355.0841,-0.8916
1357.0857,-0.8916
1359.0873,-0.8916
1361.0889,-0.8916
1363.0905,-0.8916
1365.0921,-0.8916
1367.0937,-0.8916
1369.0953,-0.8916
1371.0969,-0.8916
1373.0985,-0.8916
1375.1001,-0.8916
1377.1017,-0.8916
1379.1033,-0.8916
1381.1049,-0.8916
1383.1065,-0.8913
1385.1081,-0.8894
1387.1097,-0.8860
1389.1113,-0.8813
1391.1129,-0.8765
1393.1145,-0.8719
1395.1161,-0.8689
1397.1177,-0.8675
1399.1193,-0.8675
1401.1209,-0.8675
1403.1225,-0.8675
1405.1241,-0.8675
1407.1257,-0.8675
1409.1273,-0.8675
1411.1289,-0.8675
1413.1305,-0.8675
1415.1321,-0.8645
1417.1337,-0.8584
1419.1353,-0.8504
1421.1369,-0.8453
1423.1385,-0.8434
1425.1401,-0.8447
1427.1417,-0.8476
1429.1433,-0.8521
1431.1449,-0.8569
1433.1465,-0.8616
1435.1481,-0.8652
1437.1497,-0.8671
1439.1513,-0.8675
1441.1529,-0.8675
1443.1545,-0.8675
1445.1561,-0.8675
1447.1577,-0.8675
1449.1593,-0.8675
1451.1609,-0.8675
1453.1625,-0.8675
1455.1641,-0.8675
1457.1657,-0.8675
1459.1673,-0.8675
1461.1689,-0.8675
1463.1705,-0.8675
1465.1721,-0.8675
1467.1737,-0.8675
1469.1753,-0.8675
1471.1769,-0.8675
1473.1785,-0.8675
1475.1801,-0.8675
1477.1817,-0.8675
1479.1833,-0.8675
1481.1849,-0.8660
1483.1865,-0.8630
1485.1882,-0.8585
1487.1898,-0.8537
1489.1914,-0.8490
1491.1930,-0.8455
1493.1946,-0.8437
1495.1962,-0.8434
1497.1978,-0.8434
1499.1994,-0.8434
1501.2010,-0.8434
1503.2026,-0.8434
1505.2042,-0.8434
1507.2058,-0.8434
1509.2074,-0.8434
1511.2090,-0.8434
1513.2106,-0.8434
1515.2122,-0.8434
1517.2138,-0.8434
1519.2154,-0.8434
1521.2170,-0.8434
1523.2186,-0.8434
1525.2202,-0.8434
1527.2218,-0.8434
1529.2234,-0.8434
1531.2250,-0.8434
1533.2266,-0.8434
1535.2282,-0.8434
1537.2298,-0.8434
1539.2314,-0.8434
1541.2330,-0.8434
1543.2346,-0.8434
1545.2362,-0.8434
1547.2378,-0.8448
1549.2394,-0.8477
1551.2410,-0.8523
1553.2426,-0.8570
1555.2442,-0.8617
1557.2458,-0.8640
1559.2474,-0.8631
1561.2490,-0.8590
1563.2506,-0.8542
1565.2522,-0.8495
1567.2538,-0.8459
1569.2554,-0.8438
1571.2570,-0.8434
1573.2586,-0.8434
1575.2602,-0.8434
1577.2618,-0.8434
1579.2634,-0.8434
1581.2650,-0.8432
1583.2666,-0.8415
1585.2682,-0.8382
1587.2698,-0.8335
1589.2714,-0.8287
1591.2730,-0.8240
1593.2746,-0.8208
1595.2762,-0.8193
1597.2778,-0.8193
1599.2794,-0.8193
1601.2810,-0.8193
1603.2826,-0.8207
1605.2842,-0.8238
1607.2858,-0.8284
1609.2874,-0.8331
1611.2890,-0.8379
1613.2906,-0.8413
1615.2922,-0.8431
1617.2938,-0.8434
1619.2954,-0.8434
1621.2970,-0.8434
1623.2986,-0.8434
1625.3002,-0.8434
1627.3018,-0.8434
1629.3034,-0.8434
1631.3050,-0.8434
1633.3066,-0.8423
1635.3082,-0.8396
1637.3098,-0.8354
1639.3114,-0.8307
1641.3131,-0.8259
1643.3147,-0.8221
1645.3163,-0.8199
1647.3179,-0.8193
1649.3195,-0.8193
1651.3211,-0.8193
1653.3227,-0.8193
1655.3243,-0.8193
1657.3259,-0.8193
1659.3275,-0.8193
1661.3291,-0.8193
1663.3307,-0.8193
1665.3323,-0.8193
1667.3339,-0.8193
1669.3355,-0.8179
1671.3371,-0.8149
1673.3387,-0.8103
1675.3403,-0.8055
1677.3419,-0.8008
1679.3435,-0.7973
1681.3451,-0.7955
1683.3467,-0.7947
1685.3483,-0.7927
1687.3499,-0.7891
1689.3515,-0.7844
1691.3531,-0.7797
1693.3547,-0.7752
1695.3563,-0.7724
1697.3579,-0.7711
1699.3595,-0.7711
1701.3611,-0.7711
1703.3627,-0.7711
1705.3643,-0.7711
1707.3659,-0.7711
1709.3675,-0.7711
1711.3691,-0.7711
1713.3707,-0.7712
1715.3723,-0.7744
1717.3739,-0.7809
1719.3755,-0.7903
1721.3771,-0.7998
1723.3787,-0.8093
1725.3803,-0.8188
1727.3819,-0.8283
1729.3835,-0.8371
1731.3851,-0.8444
1733.3867,-0.8501
1735.3883,-0.8548
1737.3899,-0.8595
1739.3915,-0.8643
1741.3931,-0.8690
1743.3947,-0.8738
1745.3963,-0.8797
1747.3979,-0.8873
1749.3995,-0.8961
1751.4011,-0.9036
1753.4027,-0.9095
1755.4043,-0.9132
1757.4059,-0.9152
1759.4075,-0.9157
1761.4091,-0.9157
1763.4107,-0.9157
1765.4123,-0.9157
1767.4139,-0.9157
1769.4155,-0.9157
1771.4171,-0.9157
1773.4187,-0.9157
1775.4203,-0.9157
1777.4219,-0.9157
1779.4235,-0.9157
1781.4251,-0.9172
1783.4267,-0.9204
1785.4283,-0.9259
1787.4299,-0.9329
1789.4315,-0.9416
1791.4331,-0.9496
1793.4347,-0.9560
1795.4363,-0.9603
1797.4380,-0.9629
1799.4396,-0.9639
1801.4412,-0.9639
1803.4428,-0.9639
1805.4444,-0.9648
1807.4460,-0.9689
1809.4476,-0.9762
1811.4492,-0.9797
1813.4508,-0.9753
1815.4524,-0.9626
1817.4540,-0.9464
1819.4556,-0.9287
1821.4572,-0.9108
1823.4588,-0.8945
1825.4604,-0.8791
1827.4620,-0.8595
1829.4636,-0.8351
1831.4652,-0.8076
1833.4668,-0.7817
1835.4684,-0.7572
1837.4700,-0.7314
1839.4716,-0.7037
1841.4732,-0.6632
1843.4748,-0.6018
1845.4764,-0.5193
1847.4780,-0.4117
1849.4796,-0.2889
1851.4812,-0.0558
1853.4828,0.3970
1855.4844,1.0693
1857.4860,1.6290
1859.4876,1.9232
1861.4892,1.9685
1863.4908,2.0326
1865.4924,2.1441
1867.4940,2.2641
1869.4956,2.3568
1871.4972,2.4076
1873.4988,2.3997
1875.5004,2.3384
1877.5020,2.2660
1879.5036,2.2322
1881.5052,2.2274
1883.5068,2.1832
1885.5084,2.0892
1887.5100,1.8368
1889.5116,1.4023
1891.5132,0.8039
1893.5148,0.3105
1895.5164,-0.0139
1897.5180,-0.1762
1899.5196,-0.3187
1901.5212,-0.4411
1903.5228,-0.5478
1905.5244,-0.6474
1907.5260,-0.7326
1909.5276,-0.8020
1911.5292,-0.8556
1913.5308,-0.8883
1915.5324,-0.9073
1917.5340,-0.9135
1919.5356,-0.9204
1921.5372,-0.9290
1923.5388,-0.9439
1925.5404,-0.9652
1927.5420,-0.9907
1929.5436,-1.0108
1931.5452,-1.0246
1933.5468,-1.0316
1935.5484,-1.0355
1937.5500,-1.0365
1939.5516,-1.0385
1941.5532,-1.0420
1943.5548,-1.0468
1945.5564,-1.0515
1947.5580,-1.0560
1949.5596,-1.0589
1951.5612,-1.0602
1953.5629,-1.0602
1955.5645,-1.0602
1957.5661,-1.0602
1959.5677,-1.0602
1961.5693,-1.0602
1963.5709,-1.0602
1965.5725,-1.0602
1967.5741,-1.0602
1969.5757,-1.0602
1971.5773,-1.0602
1973.5789,-1.0602
1975.5805,-1.0602
1977.5821,-1.0602
1979.5837,-1.0602
1981.5853,-1.0602
1983.5869,-1.0602
1985.5885,-1.0602
1987.5901,-1.0602
1989.5917,-1.0602
1991.5933,-1.0602
1993.5949,-1.0602
1995.5965,-1.0602
1997.5981,-1.0602
1999.5997,-1.0614
2001.6013,-1.0642
2003.6029,-1.0686
2005.6045,-1.0733
2007.6061,-1.0780
2009.6077,-1.0817
2011.6093,-1.0838
2013.6109,-1.0843
2015.6125,-1.0843
2017.6141,-1.0843
2019.6157,-1.0843
2021.6173,-1.0843
2023.6189,-1.0844
2025.6205,-1.0861
2027.6221,-1.0893
2029.6237,-1.0924
2031.6253,-1.0924
2033.6269,-1.0892
2035.6285,-1.0860
2037.6301,-1.0844
2039.6317,-1.0850
2041.6333,-1.0873
2043.6349,-1.0911
2045.6365,-1.0959
2047.6381,-1.1006
2049.6397,-1.1048
2051.6413,-1.1074
2053.6429,-1.1084
2055.6445,-1.1084
2057.6461,-1.1084
2059.6477,-1.1084
2061.6493,-1.1084
2063.6509,-1.1084
2065.6525,-1.1084
2067.6541,-1.1084
2069.6557,-1.1084
2071.6573,-1.1084
2073.6589,-1.1084
2075.6605,-1.1084
2077.6621,-1.1084
2079.6637,-1.1084
2081.6653,-1.1084
2083.6669,-1.1084
2085.6685,-1.1075
2087.6701,-1.1051
2089.6717,-1.1010
2091.6733,-1.0946
2093.6749,-1.0867
2095.6765,-1.0757
2097.6781,-1.0615
2099.6797,-1.0442
2101.6813,-1.0282
2103.6829,-1.0154
2105.6845,-1.0057
2107.6861,-0.9962
2109.6878,-0.9867
2111.6894,-0.9745
2113.6910,-0.9592
2115.6926,-0.9416
2117.6942,-0.9268
2119.6958,-0.9152
2121.6974,-0.9033
2123.6990,-0.8881
2125.7006,-0.8695
2127.7022,-0.8486
2129.7038,-0.8261
2131.7054,-0.8002
2133.7070,-0.7711
2135.7086,-0.7391
2137.7102,-0.7077
2139.7118,-0.6779
2141.7134,-0.6485
2143.7150,-0.6175
2145.7166,-0.5850
2147.7182,-0.5535
2149.7198,-0.5236
2151.7214,-0.4952
2153.7230,-0.4667
2155.7246,-0.4383
2157.7262,-0.4114
2159.7278,-0.3861
2161.7294,-0.3631
2163.7310,-0.3417
2165.7326,-0.3218
2167.7342,-0.3072
2169.7358,-0.2973
2171.7374,-0.2933
2173.7390,-0.2929
2175.7406,-0.2957
2177.7422,-0.3004
2179.7438,-0.3051
2181.7454,-0.3103
2183.7470,-0.3171
2185.7486,-0.3255
2187.7502,-0.3397
2189.7518,-0.3603
2191.7534,-0.3871
2193.7550,-0.4156
2195.7566,-0.4440
2197.7582,-0.4725
2199.7598,-0.5010
2201.7614,-0.5290
2203.7630,-0.5539
2205.7646,-0.5756
2207.7662,-0.5955
2209.7678,-0.6170
2211.7694,-0.6400
2213.7710,-0.6620
2215.7726,-0.6825
2217.7742,-0.7007
2219.7758,-0.7173
2221.7774,-0.7323
2223.7790,-0.7465
2225.7806,-0.7607
2227.7822,-0.7756
2229.7838,-0.7921
2231.7854,-0.8102
2233.7870,-0.8263
2235.7886,-0.8393
2237.7902,-0.8492
2239.7918,-0.8587
2241.7934,-0.8682
2243.7950,-0.8764
2245.7966,-0.8830
2247.7982,-0.8881
2249.7998,-0.8928
2251.8014,-0.8976
2253.8030,-0.9023
2255.8046,-0.9070
2257.8062,-0.9115
2259.8078,-0.9144
2261.8094,-0.9157
2263.8110,-0.9157
2265.8127,-0.9157
2267.8143,-0.9157
2269.8159,-0.9157
2271.8175,-0.9157
2273.8191,-0.9157
2275.8207,-0.9157
2277.8223,-0.9157
2279.8239,-0.9157
2281.8255,-0.9157
2283.8271,-0.9157
2285.8287,-0.9157
2287.8303,-0.9157
2289.8319,-0.9171
2291.8335,-0.9202
2293.8351,-0.9248
2295.8367,-0.9296
2297.8383,-0.9343
2299.8399,-0.9377
2301.8415,-0.9395
2303.8431,-0.9398
2305.8447,-0.9398
2307.8463,-0.9398
2309.8479,-0.9398
2311.8495,-0.9398
2313.8511,-0.9398
2315.8527,-0.9398
2317.8543,-0.9398
2319.8559,-0.9398
2321.8575,-0.9398
2323.8591,-0.9400
2325.8607,-0.9418
2327.8623,-0.9452
2329.8639,-0.9509
2331.8655,-0.9582
2333.8671,-0.9670
2335.8687,-0.9748
2337.8703,-0.9810
2339.8719,-0.9849
2341.8735,-0.9872
2343.8751,-0.9880
2345.8767,-0.9880
2347.8783,-0.9880
2349.8799,-0.9880
2351.8815,-0.9880
2353.8831,-0.9880
2355.8847,-0.9880
2357.8863,-0.9880
2359.8879,-0.9880
2361.8895,-0.9880
2363.8911,-0.9880
2365.8927,-0.9880
2367.8943,-0.9880
2369.8959,-0.9880
2371.8975,-0.9880
2373.8991,-0.9880
2375.9007,-0.9880
2377.9023,-0.9880
2379.9039,-0.9880
2381.9055,-0.9880
2383.9071,-0.9880
2385.9087,-0.9880
2387.9103,-0.9880
2389.9119,-0.9880
2391.9135,-0.9880
2393.9151,-0.9880
2395.9167,-0.9880
2397.9183,-0.9880
2399.9199,-0.9880
2401.9215,-0.9880
2403.9231,-0.9880
2405.9247,-0.9880
2407.9263,-0.9880
2409.9279,-0.9880
2411.9295,-0.9880
2413.9311,-0.9880
2415.9327,-0.9880
2417.9343,-0.9880
